id,sample_size,start_date,duration,set,date_sampled,pfmg_sampled,pfmg_with_error,sampling_bias,prop_recaptured_individuals,rel_tau_sd,obs_error,scenario
192,1,191.3589399428901,76.68715659648713,1,314,1,1,none,0.19148936170212766,0.1,0,siskin37
193,1,179.59073275426198,77.55354433612582,1,227,0.6113101296861546,0.6113101296861546,none,0.19148936170212766,0.1,0,siskin37
194,2,194.09221355550412,71.47135867002133,1,197,0.04068463925417938,0.04068463925417938,none,0.19148936170212766,0.1,0,siskin37
194,2,194.09221355550412,71.47135867002133,1,199,0.06866787669666136,0.06866787669666136,none,0.19148936170212766,0.1,0,siskin37
195,1,200.4834926480094,66.02241375580762,1,226,0.3864824973889427,0.3864824973889427,none,0.19148936170212766,0.1,0,siskin37
196,1,205.79771391681425,84.14937948685188,1,187,0,0,none,0.19148936170212766,0.1,0,siskin37
197,1,182.91361333879485,69.04200938422423,1,270,1,1,none,0.19148936170212766,0.1,0,siskin37
198,1,188.0399921675066,77.1348088839384,1,256,0.8810549843294491,0.8810549843294491,none,0.19148936170212766,0.1,0,siskin37
199,1,208.213981510075,88.95849956914144,1,326,1,1,none,0.19148936170212766,0.1,0,siskin37
200,1,194.92827718400505,85.58504145857223,1,180,0,0,none,0.19148936170212766,0.1,0,siskin37
201,1,190.29910872450273,72.46352656712462,1,252,0.8514751378866764,0.8514751378866764,none,0.19148936170212766,0.1,0,siskin37
202,1,191.7430627222257,80.68597845198727,1,324,1,1,none,0.19148936170212766,0.1,0,siskin37
203,1,186.72542909778707,95.52825125537504,1,219,0.33785367656248133,0.33785367656248133,none,0.19148936170212766,0.1,0,siskin37
204,1,190.23553388181375,72.11907005389526,1,284,1,1,none,0.19148936170212766,0.1,0,siskin37
205,1,211.09488887872396,79.45624137885046,1,239,0.35120099613349914,0.35120099613349914,none,0.19148936170212766,0.1,0,siskin37
206,1,188.9676116980985,86.70510323266677,1,228,0.4501740595032908,0.4501740595032908,none,0.19148936170212766,0.1,0,siskin37
207,1,201.035146204827,70.92450506972251,1,174,0,0,none,0.19148936170212766,0.1,0,siskin37
208,1,183.19411733287444,77.03061680153742,1,267,1,1,none,0.19148936170212766,0.1,0,siskin37
209,1,184.92023503692548,89.27348017989368,1,310,1,1,none,0.19148936170212766,0.1,0,siskin37
210,2,201.5333657939354,68.11907898415097,1,168,0,0,none,0.19148936170212766,0.1,0,siskin37
210,2,201.5333657939354,68.11907898415097,1,323,1,1,none,0.19148936170212766,0.1,0,siskin37
211,1,189.74559266546737,82.95476733203874,1,207,0.20799777866254882,0.20799777866254882,none,0.19148936170212766,0.1,0,siskin37
212,3,210.47541940884906,86.2107677860088,1,198,0,0,none,0.19148936170212766,0.1,0,siskin37
212,3,210.47541940884906,86.2107677860088,1,213,0.029283819828834098,0.029283819828834098,none,0.19148936170212766,0.1,0,siskin37
212,3,210.47541940884906,86.2107677860088,1,247,0.4236661095724348,0.4236661095724348,none,0.19148936170212766,0.1,0,siskin37
213,3,212.4415403779011,73.82632398934027,1,266,0.7254656161646645,0.7254656161646645,none,0.19148936170212766,0.1,0,siskin37
213,3,212.4415403779011,73.82632398934027,1,190,0,0,none,0.19148936170212766,0.1,0,siskin37
213,3,212.4415403779011,73.82632398934027,1,227,0.19719876103002204,0.19719876103002204,none,0.19148936170212766,0.1,0,siskin37
214,3,191.6371487713767,69.40060913662644,1,269,1,1,none,0.19148936170212766,0.1,0,siskin37
214,3,191.6371487713767,69.40060913662644,1,309,1,1,none,0.19148936170212766,0.1,0,siskin37
214,3,191.6371487713767,69.40060913662644,1,245,0.7689104158087403,0.7689104158087403,none,0.19148936170212766,0.1,0,siskin37
215,1,187.54699779813598,81.69249257915905,1,186,0,0,none,0.19148936170212766,0.1,0,siskin37
216,1,205.74963974863908,75.73578467990019,1,208,0.02971330211830694,0.02971330211830694,none,0.19148936170212766,0.1,0,siskin37
217,1,182.27691091097964,82.09752515957877,1,210,0.33768483319238957,0.33768483319238957,none,0.19148936170212766,0.1,0,siskin37
218,1,200.64615515027188,72.18684026612593,1,282,1,1,none,0.19148936170212766,0.1,0,siskin37
219,1,192.7842390730492,78.49061298895423,1,302,1,1,none,0.19148936170212766,0.1,0,siskin37
220,1,200.12892730810023,65.10713150226755,1,249,0.7506254931565782,0.7506254931565782,none,0.19148936170212766,0.1,0,siskin37
221,1,189.5402787151359,77.7323218873155,1,256,0.854981810284881,0.854981810284881,none,0.19148936170212766,0.1,0,siskin37
222,1,200.38650400152375,75.5789224116323,1,162,0,0,none,0.19148936170212766,0.1,0,siskin37
223,1,199.87808471478465,63.891833530340676,1,280,1,1,none,0.19148936170212766,0.1,0,siskin37
224,1,197.4441046313133,82.51975316869098,1,195,0,0,none,0.19148936170212766,0.1,0,siskin37
225,2,175.44987235401035,84.65621796625791,1,325,1,1,none,0.19148936170212766,0.1,0,siskin37
225,2,175.44987235401035,84.65621796625791,1,328,1,1,none,0.19148936170212766,0.1,0,siskin37
226,1,202.69954156680217,78.31237756744399,1,241,0.489072859526105,0.489072859526105,none,0.19148936170212766,0.1,0,siskin37
227,1,190.5702490030477,77.69215961931891,1,301,1,1,none,0.19148936170212766,0.1,0,siskin37
228,1,205.62626613075247,73.47990737451576,1,179,0,0,none,0.19148936170212766,0.1,0,siskin37
229,1,203.1403056227896,71.45318471127855,1,195,0,0,none,0.19148936170212766,0.1,0,siskin37
230,1,203.85571280042993,80.12716910311889,1,272,0.8504517002450497,0.8504517002450497,none,0.19148936170212766,0.1,0,siskin37
231,1,211.12116971677287,88.02855544398255,1,320,1,1,none,0.19148936170212766,0.1,0,siskin37
232,1,194.78077356113016,76.78249392166856,1,329,1,1,none,0.19148936170212766,0.1,0,siskin37
233,1,202.66877820576318,70.14781566304944,1,177,0,0,none,0.19148936170212766,0.1,0,siskin37
234,2,214.64755253301342,89.06374906521783,1,178,0,0,none,0.19148936170212766,0.1,0,siskin37
234,2,214.64755253301342,89.06374906521783,1,247,0.363250456067105,0.363250456067105,none,0.19148936170212766,0.1,0,siskin37
235,1,190.6577546949562,83.869315780441,1,212,0.2544702446472204,0.2544702446472204,none,0.19148936170212766,0.1,0,siskin37
